text,id,annotation
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين

✅️ أنشروا الهاشتاغ👌💯",R_3713439388926971,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸 ولا تنسوا أنهم رفعوا الدعم عن البوطا و تزادت فيها ، ومازال يقتلوا المواطن المغربي بالزيادة في كل الأسعار ويضحكوا عليك بالشطيح وموازين ... فيق وكون راجل وكوني إمرأة وقاطعوا .
#مقاطعة_مهرجان_موازين

✅️ أنشروا الهاشتاغ👌💯",R_371429285387606,['hashtags boycott']
@ssalmass_00 szaaaa,R_3718565831766245,['Outliers']
mawazine it's for free just who need vip they can buy ticket,R_3718625211745426,['Tickets']
bro even if we had the money we physically can't bc of the political issues between dzair nd Morocco ☹️,R_3719267598312644,['critique Algerians']
"حملة كبيرة تدعوا الى مقاطعة مهرجان موازين المقام في مدينة ""الرباط "" تضامنا مع الشعب الفلسطيني 🇵🇸
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_372462995263064,['hashtags boycott']
#مقاطعون,R_372711725189121,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_372950425780841,['hashtags boycott']
Makaynsh lwaqt,R_3733527050212979,['Autre']
"Asma lmnawar, faouzia",R_373433049001458,['Outliers']
لا ترقص على أنغـــام قصـــ.صف اخوانك في غــ.زة 💔 مقاطعون مهرجان موازين 🚫 لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين,R_3735247153427933,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_3735576560055980,['hashtags boycott']
"#لا_ترقص_على_جراح_إخوانك 
#مقاطعة_مهرجان_موازين
#لا_خير_فينا_إن_مشينا",R_3739125652995276,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_373963091778487,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_3740053916311359,['hashtags boycott']
Yeah high heels on my tippies 🔥,R_374008922308707,['Excited for Mawazine']
#مقاطعة_مهرجان_موازين,R_3742836069307617,['hashtags boycott']
Allah ya lyakhod laha9,R_3742895709279369,[]
"لا ترقص على جرح إخوانك 🇵🇸
#blockout ✌🏻🇵🇸
#مقاطعة_مهرجان_موازين",R_3744586849158322,['hashtags boycott']
🔸 مغاربة يطلقون حملة مقاطعة مهرجان موازين بالمغرب 🇲🇦 و كيقولو التعليم في الدرك الأسفل ( رتبة 154 عالميا ) وموازين على رأس القائمة 😓 واش نتوما مع حملة مقاطعة مهرجان موازين بانو عندي هنا نشوفكم بكل افتخار ❤️😍 . #مقاطعة_مهرجان_موازين,R_3746396942306899,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_3748614445385797,['hashtags boycott']
#غزة #فلسطين #رفح 😢❤️,R_3752789705003254,['Criticism of Festival - Palestine']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_375301715542339,['hashtags boycott']
"ام كلثوم قالت ليكم ماجاياش ,عندها entretien 🙄🙄🙄",R_3753230214918165,['Oum Kaltoum - Hologram']
#مقاطعة_مهرجان_موازين,R_3756275878024721,['hashtags boycott']
We can't waaaaiiiit 🔥,R_3758242521127455,['Excited for Mawazine']
#مقاطعة_مهرجان_موازين,R_376135308212595,['hashtags boycott']
Amro diab 😢,R_3763058830685331,['Outliers']
نعلة الله عليهم ليوم الدين اي واحد مساهم فهاد موازين ...... و اللي يجي يقول تشجيع السياحة نسولك شحال تيحطو ليك فالكونط ديالك  وزارة السياحة...!!!؟,R_3763393397269679,['Autre']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_376341838745123,['hashtags boycott']
#قاطعوا,R_3764674377144059,['hashtags boycott']
@3ammi.l7aj انا درتها غير كاتوعية، و ولفلوس ليكايخسرو علي مغنيين يقدرو يخرجو بهم فرص الشغل  وليقدرو يعتقو بهم عاءلات تماك. و من غير فلسطين حنايا فالمغرب باقي ناقصنا غير الغناء؟؟ غير الا شفنا كمنطير ديالك انعرفو ان نقدرو نخسرو او نستتمرو دوك فلوس كافي التوعية الناس بحالك,R_3765405997063705,['Criticism of Festival - Palestine']
@f.ab.j7 #حملة_ضد_الانفصالين,R_3765999346955320,['Outliers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3767235536877246,['hashtags boycott']
Boycott lkhra mawazine =💩💩💩💩,R_3768809770138370,['Boycott without reason']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3772086096345198,['hashtags boycott']
فلوس الشعب كتخسر فالمهرجانات التافهة و ناس د الحوز لي متضررين بالزلزال مزال متشردين و ديورهم مريبين . مهرجنات بالملايير و و الدعم 500 درهم . مهرجانات بالملايير و الشباب عاطل عن العمل مهرجانات بالملايير و المراحض العمومية غير موجود في الشارع . مهرجانات بالملايير و الارض كلها محفرة . سير تسنتو نهيفاء وهبي المغاربة.,R_3772568856397670,['Criticism of Festival - Zelzal']
That is epic! 🔥,R_3772777636373478,['Excited for Mawazine']
#مقاطعة_مهرجان_موازين,R_3773490069639012,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_3773824169516714,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_3774451402873356,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_377582968620546,['hashtags boycott']
"Nhar yjibo Eminem, Kendrick, Joyner Lucas, 21, logic, Dave east, asap rocky.... Dik sa3a nsemmih festival m9owed",R_3776759419231814,['Demande_Singers']
"Mawazine Festival is returning after 5 years and in 2019, more than 2.5 million people attended the said festival. My ATEEZ is Korea's Pride indeed !! 🙌🏻💗",R_3776763142649251,['discussing choices singers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_377679434669421,['hashtags boycott']
Mdr boycotter mawazine tout simplement,R_377700385304307,['Boycott without reason']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
#مقاطعة_مهرجان_موازين
#مقاطعة_مهرجان_موازين",R_377911324697838,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_378213091284723,['hashtags boycott']
"لا ترقص على جروح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3782423615309522,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3782960688690715,['hashtags boycott']
Kima darou m3akoum whla,R_378547404555956,[]
Cuma berharap mereka tetap sehat. Gak pernah khawatir mereka tampil karena emang selalu keren. Dan pastine selalu tetap rendah hati dalam proses.😢👏👏,R_3786830238263161,['autre festivals']
Hologramme et non pas Holigramme,R_379070871167560,['Oum Kaltoum - Hologram']
#مقاطعة_مهرجان_موازين,R_379218704523448,['hashtags boycott']
Omg Attez ❤️🔥🔥,R_379324921229758,['Excited for Mawazine']
"ناس دايرين حملات تيقاطعو اي حد مدواش على القضية الفلسطينية🇵🇸 و حنا عاد ما تنطلعو ليهم شان وا باااز علأقل الإعلام ميتفاعلش مع بحال هاد التفاهة و يركز على ناس لي كل دقيقة كتموت,على رفح المحاصرة,على غزة لي تعدات نص عام و هوما تحت القصف 🇵🇸 #rafah #freepalestine",R_379673951466743,[]
Drake w dakchi talbin floss bzf mhm akhra mawazine aydoz 4 snin knsayno l had zbl tfo,R_379888468348820,[]
I'm from rabat so I will do my best to come even I will have an internship,R_379902464767875,['Excited for Mawazine']
kaydouz f tlfaza?,R_379983265045040,['program']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3800078360228748,['hashtags boycott']
Hhhhhhhhhhhhhh nari tkbou elia l3bada layn3l tbun mkoum jmla,R_380149251419213,['Autre']
"لا يحضر مهرجان موازين  إلا من اختلت عنده الموازي  و سيوزن يوم الموازين 👌
#مقاطعة_مهرجان_موازين❌️
@معلّقون",R_3802297873432706,['hashtags boycott']
the biggest boy band out there they attended Coachella and the grammy museum now the mawazin festival.,R_380303234737148,['autre festivals']
"لا ترقص على جرح اخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3804037566530975,['hashtags boycott']
"salam khti 39lti 3liya knt kan3rfk ch7al hadi , wkhtk tahiya lmouhim wa7d ticket m3ak ( gha da7ka😭😭😭",R_380429814990969,['Tickets']
Db messab 3a nl9awhum 🙂,R_380474318349100,[]
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3805307003035184,['hashtags boycott']
7na kamlin khout 😭,R_3806664286280203,[]
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3808515239386117,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_380941287657733,['hashtags boycott']
Yasser Guedira machi ana azbi hhhhhhhh,R_381116214655850,['Outliers']
Amina El Raddi,R_381116641322474,['Outliers']
"NO MAWAZINE, DEVELOP HEALTH CARE",R_3812342015677773,['Citizens Priorities First']
On veux voir le festival free gaza tout vos autres occupations ne nous interessent pas,R_3812441439038485,['Criticism of Festival - Palestine']
"حسبنا الله ونعم الوكيل
🇵🇸
#مقاطعة_مهرجان_موازين",R_381655537567705,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين🇵🇸",R_3818994794998276,['hashtags boycott']
"ملي عملت الاعلان ديال جمع المقاطع اللي فيها نداء للملك بإلغاء موازين ناضوا شي وحدين كيضحكو و كيقولو راه حتى واحد ما غيسمعلكم. هاذ الفئة الضاحكة بغيت نجاوبها:

أولا :

الصوت ديالنا كيوصل بلا شك.وانا عندي معلومات كتأكد هاذ المسألة. إذن هاذي فضيناها.

ثانيا:

الرسالة سواء وصلت ام لم تصل، احنا كنعملو اللي قدرنا عليه باش يوم القيامة نلقاو كيف نبريو الذمة ديالنا.

ثالثا:

انت اللي كتضحك علينا شنو كدير؟ أقصى حاجة درتيها هي أنك كتستهزأ بينا. يعني قمة السلبية.
حتى العلمانجيين الخصوم ديالنا ما ضحكوش علينا. باش تشوف الانحطاط اللي وصلتي ليه.

رابعا:

احنا كنعملوا بالاسباب. و الاسباب لما تتراكم يأتي الله بالفرج. كيفما كيقولو قطرة قطرة يحمل الواد.

#مقاطعة_مهرجان_موازين",R_3819313634968998,['hashtags boycott']
"🚨الحكومة تصدرا بلاغا بشان زيادة 10 دراهم في البوطة لكبيرة و2,50 في الصغيرة انطلاقا من غد الاثنين 20 ماي 2024... سيروا على مولانا مع حكومة تستاهلوا ما أحسن ، وتسير اصاحبي تشطح في المهرجانات... الإخوان بغينا الهشتاغ إنتشر على أوسع نطاق اكبر حملة مقاطعة 👇 لا ترقص على جرح إخوانك #مقاطعة_مهرجان_موازين",R_381944168182238,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_382025200877095,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_382133864173523,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_382143978162104,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#انت_مسلم_ قاطع-موازين
# انت_مسلم_ قاطع_ المنتجات_ الداعمة
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔#مقاطعة_مهرجان_موازين
#انت_مسلم_ قاطع-موازين
# انت_مسلم_ قاطع_ المنتجات_ الداعمة
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_382560810816908,['hashtags boycott']
Travis scoot in mawazine>>>😍,R_3826539214242628,['discussing choices singers']
#مقاطعة_مهرجان_موازين,R_3828695030787074,['hashtags boycott']
wkankrachw 3la lbahawi😭💔💔,R_3829464557313970,[]
"🔸 مغاربة يطلقون حملة مقاطعة مهرجان موازين بالمغرب 🇲🇦 و كيقولو التعليم في الدرك الأسفل ( رتبة 154 عالميا ) وموازين على رأس القائمة 😓 واش نتوما مع حملة مقاطعة مهرجان موازين بانو 
عندي هنا نشوفكم بكل افتخار ❤️😍
.
#مقاطعة_مهرجان_موازين",R_383281498048505,['hashtags boycott']
"لا يحل لمسلم يؤمن بالله واليوم الآخر أن يحضر لهذه المزابل الأخلاقية. ومن حضر فإنه يتعاون معهم على إفساد الأمة ومحاربة الدين . والله المستعان 

#لا_لتنظيم_موازين
#مقاطعة_مهرجان_موازين",R_3833713763579877,['hashtags boycott']
wilah HTA tob ba3da f blado flosna yadiwhom wlad blad hsan,R_383700467709809,[]
"الإخوان بغينا الهشتاغ إنتشر على أوسع نطاق اكبر حملة مقاطعة 👇
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_383838970668412,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_383913214651566,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_3840614516219404,['hashtags boycott']
"الإخوان بغينا الهشتاغ إنتشر على أوسع نطاق اكبر حملة مقاطعة 👇
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_384734104560685,['hashtags boycott']
لا ترقص على جرح أخوانك 🇵🇸🇵🇸🇵🇸 #مقاطعون موازين واتمتار,R_3848693192020467,['hashtags boycott']
Oussama El Ayati,R_384871720856009,['Outliers']
#مقاطعة_مهرجان_موازين,R_3852375398420563,['hashtags boycott']
sa3ad chafato fa lawadacha akabar môtakabir fa 3alam makachabrich tasàwar ma3a cha3ab li sala3a kacharatasab lawalichat,R_3857194534501819,[]
موازين للمغاربة اولا !!!! لاش جايبين لينا المشارقة لي ما واصلين للربع لي واصل ليه سعد و مخليين ولاد البلاد !!!,R_3857195591168380,['discussing choices singers']
"🇵🇸
#مقاطعة_مهرجان_موازين",R_385951351095566,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_385958097097779,['hashtags boycott']
#مقاطعون ✌️✌️,R_385992837093954,['hashtags boycott']
@rayan__a_z 😂,R_386286027737905,['Outliers']
#مقاطعون #موازين  #كلنا# غزة,R_3863280943996429,[]
كتكون باغي the weekend كيجيبو ليك l7ed 😂😂🤦‍♀️🤦‍♀️🤦‍♀️🤡🤡,R_386406197726489,['Excited for Mawazine']
Shameless🔥,R_3866671530234254,['Excited for Mawazine']
#مقاطعة مهرجان موازين,R_3880800438869715,['hashtags boycott']
SEVENTEEN 💎,R_3880995225506329,['Excited for Mawazine']
"Yg bilang ateez masuk Coachella nyogok, trs kalian mau bilang ini nyogok juga? Mana mungkin ateez punya duit buat nyogok dua festival besar dalam setahun, setengah tahun aja belom",R_3884308255230312,['autre festivals']
#مقاطعة_مهرجان_موازين,R_388451087526267,['hashtags boycott']
ياربي Lana واخا كنحلم 😭❤️,R_388601750882267,['Demande_Singers']
Bro what😍🔥,R_388666040452376,['Excited for Mawazine']
".
#مقاطعة_مهرجان_موازين",R_388825077480278,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_3894173744135223,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_389624974073836,['hashtags boycott']
ach had zbl,R_3902760519945981,[]
No police ay9diw lgharad rah lbrani hada maybghiwch nt7chmo m2ahum atwli choha 3alamia,R_390510576902597,[]
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_391238700573758,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_391394463854817,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_391414187230186,['hashtags boycott']
#مقاطعة_مهرجان_موازين❌,R_3917175621848574,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_392397933795688,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_3930466817187087,['hashtags boycott']
Makrhnach,R_3931920080427760,[]
"وتحسبونه هينا وهو عند الله عظيم 
#blockout ✌🏻🇵🇸لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_393377833689380,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_3937057986572497,['hashtags boycott']
Ateez étaient dans quel agence ?,R_394013496968246,['discussing choices singers']
#مقاطعة_مهرجان_موازين,R_395170323518108,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸

#مقاطعة_مهرجان_موازين
#غزة_تحت_القصف",R_395345673498027,['hashtags boycott']
W79 Rb 😭,R_395372216813287,['Outliers']
#مقاطعة_مهرجان_موازين,R_395952286770693,['hashtags boycott']
"no it's pretty safe, in previous years there was a lot of undercover cops among the public, just avoid skirts",R_397695649761062,['Outliers']
التعليم في الدرك الأسفل ( رتبة 154 عالميا ) وموازين على رأس القائمة ... ! لا ترقص 🇲🇦 على جُرْحِ إخوانك 🇵🇸 ... ! #مقاطعة_مهرجان_موازين حملة مقاطعة مهرجان موازين ...,R_397729476589292,['hashtags boycott']
Vraiment pensez à nous les ivoiriens hein moi je commence à vendre mes oncles partenels 😎bts stray kids txt a babi non mais attend.... 😎,R_3980682695532646,['discussing choices singers']
"#مقاطعة_مهرجان_موازين
#انت_مسلم_ قاطع-موازين
# انت_مسلم_ قاطع_ المنتجات_ الداعمة
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔#مقاطعة_مهرجان_موازين
#انت_مسلم_ قاطع-موازين
# انت_مسلم_ قاطع_ المنتجات_ الداعمة
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_398525696507025,['hashtags boycott']
#مقاطعة_موازين,R_398910543112099,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#savepalestine",R_399080309795418,['hashtags boycott']
shdi lia ticket m3ak😔,R_3999838980238846,['Tickets']
"wa33 machi ftri9i, bjujna binatna 2h lrbat hhhh",R_401002539480484,[]
Prix dyal ticket,R_401730152700381,['Tickets']
#مقاطعة_مهرجان_موازين ✌️🇵🇸,R_402202719454044,['hashtags boycott']
Loutfi El Housni Azami achraf hada Achraf El Karbas,R_402487196036533,['Outliers']
Oussama Lle,R_402549212675542,['Outliers']
Idriss Benmlih HHHHHHHHHHHHHHHHHHHH nta b3da ktji strict,R_402675149268358,['Outliers']
#مقاطعة مهرجان موزاين,R_4027047704261535,['hashtags boycott']
Mouad Kaśśïmï,R_403239682577529,['Outliers']
#boycottmawazine,R_403304076018635,['hashtags boycott']
#مقاطعة_مهرجان_موازين❌️,R_403323642676356,['hashtags boycott']
"Soulaiman Laabi 
عيش امونعيش",R_403429725987034,['Outliers']
#مقاطعة_مهرجان_موازين,R_403547495987602,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_403626912641326,['hashtags boycott']
Anass Afkir Hafide,R_403773262567497,['Outliers']
#bycottmawazine,R_403899195745712,['hashtags boycott']
Kylie Minogue Welcome to my country Morocco,R_403972375873912,['Kylie Minogue create private page - anti impersonation']
"العكار على الخنونة .
الشوارع مكتظة بالمتسولين والوضع الاجتماعي مخنوق  ينتظر الفرج،  الشعب يشكو من غلاء الاسعار ومن التذمر وقلة المطر ومما يعيشه اهل غزة ، من الإبادة الجماعية على اهتز لها العالم  فاستنكر بتنظيم المسيرات  للتضامن  والاستنكار يطلع على المغاربة صوت نشاز وضعه المادي  معتبر وخروجه موجه كي يبرر ما سخر له ومن أجله.
الناس حاليا تشكو البطالة  وقلة اليد  لمجابهة تكاليف العيد واضرار التضخم. مشاكل جدية تحتاج إلى حل  معقول ليس الهروب  بتنظيم مهرجان التفاهة والعبث الرقص والغناء والطرب .
(أش خصك العريان ؟ الخواتم امولاي ) موازين .ههههههه",R_403976199141925,[]
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_404077105935876,['hashtags boycott']
الكل مقاطع في الفابسبوك ونهار الحفل تلقى تمى 500 ألف منين جاو الله أعلم !!!,R_404132929160027,['Autre']
Limcha lhad tafahat 3arfo makalakh ohamar bandam liwa3i ichof achakhso lhokoma l9at cha3b maklakh hahoma sabho lyoma zado lihom 10 dh flbota omzal nas mgabla tafhat lah ird bina osafi maba9a m3ajab fhad lblad,R_404239465904885,['Citizens Priorities First']
Nahnou oummatoun la tassetahiyie,R_404489945683774,['Outliers']
"Hasna Yakhlifi 
😂😂😂😂😂😂😂😂",R_404631449152804,['Outliers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_404656062395497,['hashtags boycott']
"باش كتحس فاش كتشوف النصارة دايرين حملة مقاطعة عالمية ضد المشاهير و نتا لي مسلم و في بلد مسلم فرحان حيت غيجيو يغنيو ليك وكتسابق باش تاخد تيكي باش تحضر ليهم باش كتحس ونتا كتشطح كي الشيخة و خوتك يتعرضون للا........بادة  كل يوم ..
غا قل لي واش عندك شي نقطة ديال الإنسانية واش راضي بهدشي ..💔

   لا ترقص 🇲🇦 على جُرْحِ إخوانك 🇵🇸 ... !

#مقاطعة_مهرجان_موازين",R_404681908995143,['Criticism of Festival - Palestine']
"سلاما على غزة حتى يطمئن فؤادها
سلاما على غزة حتى تبرد نارها
سلامًا على غزّة حتى تطيّب جراحها
سلامًا على غزّة أرضها وجوّها وبحرها
سلامًا على غزّة وأهلها شبابها وشيوخها نسائها وأطفالها.
اللهم بردأ وسلاما على غزة
اللهم احفظ غزة وأهلها
‎#غزه_تقاوم_وستنتصر
‎#غزه_الان
‎#غزة_تحت_القصف
لا نقول إلا كما دعا رسول الله صل الله عليه وعلى اله الطيبين الطاهرين 
آواكم الله🇵🇸
ثبتكم الله🇵🇸
نصركم الله🇵🇸
أيّدكم الله.🇵🇸
اللهم بردا وسلاما علي غزه
نبكيكم ونبكي دما عليكم",R_404813979054876,[]
Achraf Sifeddine  غادي يفيكسيوها ف 70 درهم ، كيفما فيكساو المازوت ف 12 درهم ….,R_404923109109926,['Tickets']
"كبش عبد الأضحى..
زيادة في تذاكر الطرامواي....
زيادة في البوطا....
زيادة في الخضر.... 

ماذا بعد 🤣🤣🤣

حكومة المجتهدين 👍",R_4049928578567574,['Criticism of Festival - Aid Adha']
مليكة أم بسمة hado baryina nmouto whna mazalin broh hta lkhdma oml9inahax  حي بنا الله و نعم الوكيل,R_405061685758072,['Citizens Priorities First']
"Malak Charifi Alaoui ماشي هادي المشكلة
كلشي نفس الثمن تقريبا
اما منصة السويسي واقيلة من 1000dh لفوق",R_405076392491183,['Tickets']
#مقاطعة_مهرجان_موازين,R_4050870138473608,['hashtags boycott']
Rissani cyti -الريصاني سيتي,R_405170912485432,['Outliers']
"منار السليمي هو مسيلمة الكذاب الفرق بينهما ان الاخير ادعى النبوة أما مسيلمة كذاب هذا العصر ( منار السليمي ) لم يستطع ادعاء النبوة لكنه أبدلها بتغيير مفاهيم واضحة صحيحة باخرى غير سوية ...لا لشيء سوى انه محلل يحلل الاشياء والاشخاص وينسى  تحليل نفسه والاستماع الى ما تقوله ..!
من المعروف ان صاحب المصلحة يراها ولا يرى سواها كذلك هذا الكذاب",R_405257365810635,['Outliers']
Ayouznoun,R_405303885703698,['Outliers']
"Khassna rir  magazines hiya li b9at  n'as tatmout b jou3 ma9adrach 7ta tmad idha tlab 7choma o 3ib o 3ar , o 3id lkbir maradinch ichriwh lnas mn 3andhom ?",R_405390992288794,['Criticism of Festival - Aid Adha']
Zaydin falbota wzaydinha bmawazin lah yakhod fihom l7a9 7asbona lah wani3ma lwakil,R_405480365731229,['Citizens Priorities First']
Lah yakhod lha9 fli kan sabab wela sahem fhad lmsakh,R_405566595722866,['Criticism of Festival - Social Values']
"غزة تذبح، وفي موازين تشطح؟! عار وأي عار.
""
"" حشمو شوي""",R_405574085795110,[]
nas t9alab 3la flos l3id l9athax wahad te golih aji tachtah,R_405583719053406,['Criticism of Festival - Aid Adha']
Bota 50dh achof khi khi n3lto lah 3likom inchallah,R_405586205672647,['Citizens Priorities First']
Lahh yan3alkom ntoma olfananin dyalkom yarabii nharr yabdaw nchalahh idrab 3likomm zilzal tamchiw kamlinn ljahanam bnadam kayat9atl 3la tarf dlkhobaz ontoma katchaj3o mawazin na3lato lahi 3alikom alaklabb,R_405796195703174,['Citizens Priorities First']
Wata nasa kat3dab ma3ndch bach tachari ta 3atriya ou bagha tamchi Mwzin,R_405897209083890,['Citizens Priorities First']
Rachid Messo,R_406154772250500,['Outliers']
هههههه بقا لينا غير موازين من الحساب .غير بالصحة .شي يموت برا .وشي ميت هنا بالجوع .وخدا 2 ديال ريالات وعاودو حيدوها ليه .ما عندوش فلوس العيد وشي صارف زبابل ديال الفلوس على الخاوي .تاطنزو علينا .حسبنا الله ونعم الوكيل,R_406435342292541,[]
التفاهة..والجهل وتكليخ.... لا تبني مستقبل...لي ..الشعوب....,R_406465048971758,['Criticism of Festival - Social Values']
لا ترقص على جرح إخوانك 🇵🇸 #مقاطعة_مهرجان_موازين #مقاطعون_موازين,R_4064759633751126,['hashtags boycott']
Azzouzi Mstafa باع الحولي بعبع مزيان باش يسمعوك,R_406499045590306,['Criticism of Festival - Aid Adha']
#مقاطعة_مهرجان_موازين,R_406633252342132,['hashtags boycott']
"🤲اللهُمَّ سخر لفلسطين ملائكة السماء وجنود الأرض ومن عليها وأفتح لهم أبواب توفيقك ، ويسر أمرهم وقوي عزيمتهم ، ومد صبرهم ... اللهُمَّ أكرمهم وأحفظهم واجعل لهم من كل ضيقٍ مخرجاً اللهُمَّ ، أنصرهم على من عاداهم وأفتح لهم فتحًا مُبينًا، اللهُمَّ احفظ فلسطين وأهل فلسطين يامن لا تضيع عندك الودائع ..اللهُمَّ آمين.""!🇵🇸#اللهم_نستودعك_اخوتنا_في_غزة يارب ياكريم ياحي يا قيوم ندعوك باسمك الأعظم ان تحفظ شعبها و ارضها وجوها وبحرها🤲🤲#اللهم_نستودعك_اخوتنا_في_غزة يارب العالمين",R_406664798930302,['Criticism of Festival - Palestine']
#مقاطعة_مهرجان_موازين,R_406904102311380,['hashtags boycott']
علاش غدي نشطحو على ولادنا لي مقراوش ولا لمعيشة لي غلات  ولا لفساد لي فلإدارات ولا على المحسوبية والوساطة فجميع المجالات ولا على العيد هو لخر كنفكرو فيه وكنشوفو فولداتنا كفاش نشرحو ليهوم أنه مش ب 4000 درهم ولخدمة مكيناش .....ما هذا الغباء,R_406945342246595,[]
"الإخوان بغينا الهشتاغ إنتشر على أوسع نطاق اكبر حملة مقاطعة 👇
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_406965862312641,['hashtags boycott']
Iliasse Ben-dahou  Wolv Erine,R_406987055640323,['Outliers']
Mohamed Bahoussa FatimaEzzahrae Bahoussa,R_407004558794621,['Outliers']
Arjalit Hamza,R_407045488910625,['Outliers']
#مقاطعة_مهرجان_موازين,R_407133585617885,['hashtags boycott']
